,Prod_ID,Material_Desc,Noun,Modifier,long_description,short_description,Manufacturer,Ref_no,exception,ACTION,AMPERAGE,API MATERIAL CLASS,API PERFORMANCE REQUIREMENT,API PRODUCT SPECIFICATION LEVEL,API TEMPERATURE CLASS,APPLICATION,APPROXIMATE LIFE HOURS,ARBOR,BALANCE,BASE,BLADE DIAMETER,BLOCK MATERIAL,BODY MATERIAL,BODY SIZE,BOLT HOLES,BOND/BACKING,BORE,BOTTOM CONNECTION,BOTTOM RATING,BOTTOM SIZE,BRAKE,BRISTLE MATERIAL,BRISTLE SIZE,BULB,CABLE LENGTH,CAGE MATERIAL,CAPACITANCE,CAPACITY,CAPILLARY LENGTH,CARTRIDGE,CASE MATERIAL,CASING MATERIAL,CELLS,CHART TRAVEL,CHOKE TYPE,CIRCUIT,CLASS,CLOSURE,COIL VOLTAGE,COILS,COLOR,COMPOSITION,CONDUCTOR SIZE,CONFIGURATION,CONNECTION,CONNECTION LOCATION,CONNECTION MATERIAL,CONNECTOR,CONTACT,CONTACT ARRANGEMENT,CONTAINER,CONTAINS A,CONTAINS B,CONTAINS C,CONTAINS D,CONTAINS E,CONTAINS F,CONTENT A,CONTENT B,CONTENT C,CONTENT D,CYLINDER,DEGREE,DESIGN DETAIL,DESIGN LENGTH,DESIGN RATING,DESIGNATION,DIAL,DIAL SIGNAL,DIAL SIZE,DIAMETER,DISPLACEMENT,DRIVER,DURATION,ELECTRICAL RATING,ELEMENT,ELEMENT MATERIAL,ENCLOSURE,ENDS,FILLED,FILLER MATERIAL,FILTERING RETENTION,FORM,FORMAT,FRAME,FREQUENCY,FUNCTION,GEAR RATIO,GRADE,GRADUATIONS,GRIT,GROOVE,HANDLE,HANDLE LENGTH,HANDLE MATERIAL,HEAD,HEAD ANGLE,HEAD MATERIAL,HEAD WEIGHT,HOUSING MATERIAL,I/O CAPACITY,INDUSTRY STANDARD,INLET CONNECTION,INLET SIZE,INNER RING MATERIAL,INSERT/LINING MATERIAL,INSERTION LENGTH,INSIDE DIAMETER,INTERNAL MATERIAL,INTERRUPTING RATING,JUNCTION,KEYS,KVA RATING,LENGTH,LINE,LOAD RATING,LOCATION,LUBRICATION,LUMENS,MATERIAL,MAXIMUM OVERALL LENGTH,MESH SIZE,MOUNT,NA,NACE STANDARD,NAME,NEMA/IEC,NEMA/IP RATING,NOMINAL SIZE,NUMBER OF GEARS,NUMBER OF VANES,OPENING DIAMETER,OPERATED,OPERATING VOLTAGE,OPERATION,OPERATOR,ORIFICE SIZE,OUTER RING MATERIAL,OUTLET CONNECTION,OUTLET SIZE,OUTPUT RATING,OUTSIDE DIAMETER,PARENT EQUIPMENT,PERFORATION SIZE,PHASE,PIPE SIZE,PITCH,PITCH DIAMETER,POLE,PORT,POSITION,POWER,POWER SOURCE,PRESSURE RANGE,PRESSURE RATING,PRIMARY VOLTAGE,PROBE DIAMETER,PROCESS,PROTOCOL,PUMP SIZE,PUMP STYLE,QTY,RADIAL CLEARANCE,RADIUS,RANGE,RATING,READOUT,REFRIGERANT,RESISTANCE,ROW,RPM RATING,SCALE,SCOPE,SEAL MATERIAL,SECONDARY VOLTAGE,SECTIONS,SERIES,SERVICE,SERVICE FACTOR,SET PRESSURE,SHAFT SIZE,SHANK,SHAPE,SHEATH DIAMETER,SHEATH MATERIAL,SHELF LIFE,SIZE,SIZE/CONNECTION,SKILLS REQUIRED,SOFTGOODS,SPECIFICATION,SPEED,SPOUT,STANDARDS,STEM LENGTH,STRUCTURE,STYLE,SUPPLY,SUPPLY RATING,TAPER,TAPER SIZE,TAPS,TASK EXCLUDE,TASK INCLUDE,TECHNIQUE,TEETH,TEMPERATURE RANGE,TEMPERATURE RATING,TERMINAL,TERMINATIONS,THICKNESS,THREADS,THRUST,TIP DIAMETER,TOLERANCE,TOP CONNECTION,TOP RATING,TOP SIZE,TRAVEL,TRIM,TUBE DIAMETER,TUBE LENGTH,TUBE MATERIAL,TURNS,TYPE,UOM,VALVE SIZE,VALVE STYLE,VIALS,VISIBLE LENGTH,VOLTAGE,VOLUME/CONTAINER,WATTAGE,WEIGHT,WIDTH,WINDING MATERIAL,WIRE,WIRE DIAMETER,WIRE SIZE,WORK WEIGHT
789,1789,"SEAT RING
TT12,T/N5.25
MATERIAL: SUS316+SF
FOR VALVE RATING,CL600
MANUFACTURER: YKV-VALTEK
MFR.PART NO: 078490.831.000
KITZ PART NO: C271-D601-70
EQUIP.MODEL NO: TT-02-06
EQUIP.SERIAL NO: VHC987806-06-5
EQUIP.TAG NO: 12HV-233
ORIGINAL PO: P-2174-001-A",SEAT,NO MODIFIER,"*** SEAT , NO MODIFIER *** 

MATERIAL : SUS316+SF
","SEAT , NO MOD: SUS316+SF",KITZ,"078490.831.000
",RING TT12 T/N5.25 FOR VALVE RATING CL600 YKV-VALTEK C271-D601-70 EQUIP.MODEL TT-02-06 EQUIP.SERIAL VHC987806-06-5 EQUIP.TAG 12HV-233 ORIGINAL PO P-2174-001-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUS316+SF,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
790,1790,"SHAFT END NUT
MANUFACTURER: EBARA
MFR.PART NO: 249
EQUIPMENT MFR: EBARA
EQUIP.MODEL NO: 12X12X14-5STHDBA8M",SHAFT,NO MODIFIER,"*** SHAFT , NO MODIFIER *** 

","SHAFT , NO MOD:",EBARA,"249
",END NUT : : : EQUIP.MODEL : 12X12X14-5STHDBA8M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
791,1791,"STAND ALONE MODEM
220V
TYPE: J478
MANUFACTURER: MODICON (GROUP SCHNEIDER)
MFR.PART NO: AS-J478-020
EQUIPMENT MFR: MALONEY IND INC
EQUIP.MFR.PART NO: SP136
ORIGINAL P.O.REF.NO: 0923-S2242-DD104755",STAND,NO MODIFIER,"*** STAND , NO MODIFIER *** 

TYPE : J478
","STAND , NO MOD: J478",MALONEY IND,"AS-J478-020
SP136
",ALONE MODEM 220V MODICON ( GROUP SCHNEIDER ) INC ORIGINAL P.O.REF.NO 0923-S2242-DD104755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J478,,,,,,,,,,,,,,,
792,1792,"PLUG SEAL, GV04 600LB CRYO P/B T/N1.25
(OEM) YKV
VALTEK PART NO 141972.999.000
P-2374-001-A
YKV KITZ PART NO C847-0021-A0
TAG NO 15LV-510
SERIAL NO VHC987801-04-5",PLUG,NO MODIFIER,"*** PLUG , NO MODIFIER *** 

","PLUG , NO MOD:",KITZ,NA,SEAL GV04 600LB CRYO P/B T/N1.25 ( ) YKV VALTEK 141972.999.000 P-2374-001-A YKV C847-0021-A0 TAG 15LV-510 SERIAL VHC987801-04-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
793,1793,"GASKET
MANUFACTURER: CATERPILLAR
MFR.PART NO: 1W9823
EQUIPMENT MFR: MHD A AL- BAHAR
EQUIP.MODEL NO: CAT-3616",GASKET,NO MODIFIER,"*** GASKET , NO MODIFIER *** 

","GASKET , NO MOD:",CATERPILLAR,"1W9823
",: : : MHD A AL- BAHAR EQUIP.MODEL : CAT-3616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
794,1794,"REPAIR KIT
CONSISTS OF O-RINGS AND GASKETS
FOR TANK LEVEL GAUGE
EQUIP.MODEL NO: UEAO854M21Y2-R-W
MANUFACTURER: ENRAF B.V
MFR.PART NO: 0854-966
EQUIP.TAG NO: 73LT-301
73LT-304,73LT-307,73LT-351
73LT-354",REPAIR,NO MODIFIER,"*** REPAIR , NO MODIFIER *** 

","REPAIR , NO MOD:",ENRAF,"0854-966
",KIT CONSISTS OF O-RINGS AND GASKETS FOR TANK LEVEL GAUGE EQUIP.MODEL : UEAO854M21Y2-R-W : B.V : EQUIP.TAG : 73LT-301 73LT-304 73LT-307 73LT-351 73LT-354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,NA,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,
795,1795,"AIR FILTER
INSIDE DIA 2: 6.063IN (154.00MM)
LENGTH/HEIGHT: 12.188IN (309.58MM)
OUTSIDE DIA TOP: 10.250IN (260.35MM)
MANUFACTURER: CATERPILLAR
MFR.PART NO: 4L9852
OR FRAM EQUIVALENT CA219
EQUIPMENT MFR: APPLIED HYDRAULIC
EQUIP.MODEL NO: 180B1-100-3306BDIT","AIR
FILTER",AIR,,,FRAM,"4L9852
",AIR FILTER INSIDE DIA 2 : 6.063IN ( 154.00MM ) LENGTH/HEIGHT : 12.188IN ( 309.58MM ) OUTSIDE DIA TOP : 10.250IN ( 260.35MM ) : CATERPILLAR : OR EQUIVALENT CA219 : APPLIED HYDRAULIC EQUIP.MODEL : 180B1-100-3306BDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,1796,"BLOWER WHEEL
FOR HVAC
MANUFACTURER: UNION SERVICE
MFR.PART NO: 1DF-1-316
EQUIPMENT MFR: UNION SERVICE AND MAINT
EQUIP.MODEL NO: 2RCV645-8-WP-1",BLOWER,NO MODIFIER,"*** BLOWER , NO MODIFIER *** 

TYPE : WHEEL
","BLOWER , NO MOD: WHEEL",UNION SERVICE,"1DF-1-316
",FOR HVAC AND MAINT EQUIP.MODEL 2RCV645-8-WP-1,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WHEEL,,,,,,,,,,,,,,,
797,1797,"OFF LOAD TAP CHANGER
FOR TRANSFORMER
MANUFACTURER: ASP
MFR.PART NO: 1221/9724026/A
EQUIPMENT MFR: PAUWELS
EQUIP.MODEL NO: OLV16-20","TAP
CHANGER
TRANSFORMER",NO MODIFIER,,,PAUWELS,"1221/9724026/A
",OFF LOAD TAP CHANGER FOR TRANSFORMER : ASP : : EQUIP.MODEL : OLV16-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,1798,"CC01,STD,UN,T/N0.75
CLASS: CL300
MATERIAL: SUS316+SF
MANUFACTURER: YKV-VALTEK
VALTEK PART NO: 078841.831.0008057
YKV KITZ PART NO: C471-3111-90
EQUIP.MODEL NO: CC-36-03
PO NO: P-2174-001-A
EQUIP.TAG NO: 92HV-11A
EQUIP.SERIAL NO: VHC987805-01-3","STD
MATERIAL",NO MODIFIER,,,YKV-VALTEK,NA,CC01 STD UN T/N0.75 CLASS : CL300 MATERIAL : SUS316+SF : VALTEK : 078841.831.0008057 YKV KITZ : C471-3111-90 EQUIP.MODEL : CC-36-03 PO : P-2174-001-A EQUIP.TAG : 92HV-11A EQUIP.SERIAL : VHC987805-01-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,1799,"O-RING
INSIDE DIAMETER: 380.37MM (14.975IN)
OUTSIDE DIAMETER: 391.03MM (15.395IN)
THICKNESS: 5.33MM (0.210IN)
MATERIAL: FKM
DASH NO: 384
MANUFACTURER: PARKER
MFR.PART NO: V747-75-2-384
EQUIPMENT MFR: MOKVELD VALVES B.V
EQUIP.MFR.PART NO: 0027517
EQUIP.MODEL NO: TKZ-Y-0-18-300","O
RING",NO MODIFIER,,,MOKVELD,"V747-75-2-384
0027517
",O-RING INSIDE DIAMETER : 380.37MM ( 14.975IN ) OUTSIDE DIAMETER : 391.03MM ( 15.395IN ) THICKNESS : 5.33MM ( 0.210IN ) MATERIAL : FKM DASH : 384 : PARKER : : VALVES B.V : EQUIP.MODEL : TKZ-Y-0-18-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1800,"FLAT RING GASKET
MATERIAL: GRAFOIL GHT(U-CAR)
FLANGE FACING: RAISED FACE
OUTER DIAMETER: 345MM
INNER DIAMETER: 323MM
THICKNESS: 1.5MM
DESIGN SPECIFICATIONS: ASME B16.21
MANUFACTURER: ALCO
MFR.PART NO: 97-6304A-23
EQUIPMENT MFR: ALCO PRODUCTS
EQUIP.MODEL NO: 97-6304A","RING
GASKET
MATERIAL
FLANGE
FACING",NO MODIFIER,,,ALCO,"97-6304A-23
",FLAT RING GASKET MATERIAL : GRAFOIL GHT ( U-CAR ) FLANGE FACING : RAISED FACE OUTER DIAMETER : 345MM INNER DIAMETER : 323MM THICKNESS : 1.5MM DESIGN SPECIFICATIONS : ASME B16.21 : : : PRODUCTS EQUIP.MODEL : 97-6304A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,1801,"SEAT O-RING
INSIDE DIAMETER: 120.24MM
OUTSIDE DIAMETER: 127.30MM
THICKNESS: 3.53MM
MATERIAL: VITON,G.ET
DASH NO: 248
FOR VALVE
MANUFACTURER: RING-O-VALVE
MFR.ORIGINAL PART NO: 613012000006
MFR.REVISED PART NO: 9F-613012000006
POS: 31
EQUIP.MODEL NO: HBFX2L-4-1500RTJ
EQUIP.REF.NO: 96114/27",SEAT,NO MODIFIER,"*** SEAT , NO MODIFIER *** 

MATERIAL : VITON,G.ET
","SEAT , NO MOD: VITON,G.ET",RING-O-VALVE,NA,O-RING INSIDE DIAMETER 120.24MM OUTSIDE DIAMETER 127.30MM THICKNESS 3.53MM DASH 248 FOR VALVE MFR.ORIGINAL 613012000006 MFR.REVISED 9F-613012000006 POS 31 EQUIP.MODEL HBFX2L-4-1500RTJ EQUIP.REF.NO 96114/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VITON,G.ET",,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
802,1802,"STACK DISC
MANUFACTURER: CCI
MFR.PART NO: 728711046
EQUIPMENT MFR: CCI
EQUIP.MODEL NO: 2A31012IF24WF1BKPC1C",STACK,NO MODIFIER,"*** STACK , NO MODIFIER *** 

","STACK , NO MOD:",CCI,"728711046
",DISC : : : EQUIP.MODEL : 2A31012IF24WF1BKPC1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
803,1803,"MECHANICAL SEAL
SIZE: 1.685IN
MANUFACTURER: JOHN CRANE/SUNDYNE/NIKKISO
SUNDYNE PART NO: SE04AD18B
JOHN CRANE PART NO: 87316031
JC DRAWING REF: 28 A28-1687-034
EQUIPMENT MFR: NIKKISO
EQUIP.MODEL NO: LMV311-55-141S2T-1
TYPICAL EQUIP.SERIAL NO: E56-0032G-1
EQUIP.TAG NO: 12-P007
ORIGINAL PO.REF NO: P-2158-109-A2",MECHANICAL,NO MODIFIER,"*** MECHANICAL , NO MODIFIER *** 

","MECHANICAL , NO MOD:",NIKKISO,NA,SEAL SIZE : 1.685IN : JOHN CRANE/SUNDYNE/NIKKISO SUNDYNE : SE04AD18B JOHN CRANE : 87316031 JC DRAWING REF : 28 A28-1687-034 : EQUIP.MODEL : LMV311-55-141S2T-1 TYPICAL EQUIP.SERIAL : E56-0032G-1 EQUIP.TAG : 12-P007 ORIGINAL PO.REF : P-2158-109-A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,1804,"SHIM GASKET
SIZE: 127 X 142MM
THICKNESS: 0.75MM
MATERIAL: STAINLESS STEEL
MANUFACTURER: FISHER
MFR.PART NO: 16A1941X012
EQUIPMENT MFR: NIPPON FISHER
EQUIP.MODEL NO: 655.ET",SHIM,NO MODIFIER,"*** SHIM , NO MODIFIER *** 

MATERIAL : STAINLESS
SIZE : 127
THICKNESS : 0.75MM
","SHIM , NO MOD: STAINLESS,127,0.75MM",FISHER,"16A1941X012
",GASKET X 142MM STEEL NIPPON EQUIP.MODEL 655.ET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAINLESS,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,0.75MM,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
805,1805,"SEAT RING
MATERIAL: SUS316+SF
GV02,RATING: CL300,TRIM NO: 1.00
MANUFACTURER: YKV-VALTEK
VALTEK PART NO: 003366-150-0008008
REVISED PART NO: 003366-831-0008300
YKV KITZ PART NO: C211-5Q01-70
EQUIP.MODEL NO: MK1-29-04
EQUIP.SERIAL NO: VHC997102-02-07
EQUIP.TAG NO: 94LV-201
ORIGINAL PO: P-2174-001-A",SEAT,NO MODIFIER,"*** SEAT , NO MODIFIER *** 

MATERIAL : SUS316+SF
","SEAT , NO MOD: SUS316+SF",YKV-VALTEK,NA,RING GV02 RATING CL300 TRIM 1.00 VALTEK 003366-150-0008008 REVISED 003366-831-0008300 YKV KITZ C211-5Q01-70 EQUIP.MODEL MK1-29-04 EQUIP.SERIAL VHC997102-02-07 EQUIP.TAG 94LV-201 ORIGINAL PO P-2174-001-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUS316+SF,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
806,1806,"PLUG
MATERIAL: SUS316
EQ%,GV01,STD,UN,T/N0.25A
FOR VALVE RATING: CL300
MANUFACTURER: YKV-VALTEK
MFR.PART NO: 002118.150.0008057
YKV KITZ PART NO: C411-3G01-20
EQUIP.MODEL NO: MK1-09-03
EQUIP.SERIAL NO: VHC987802-01-6
EQUIP.TAG NO: 92PV-17B
ORIGINAL PO: P-2374-001-A",PLUG,NO MODIFIER,"*** PLUG , NO MODIFIER *** 

MATERIAL : SUS316
","PLUG , NO MOD: SUS316",KITZ,"002118.150.0008057
",EQ % GV01 STD UN T/N0.25A FOR VALVE RATING CL300 YKV-VALTEK YKV C411-3G01-20 EQUIP.MODEL MK1-09-03 EQUIP.SERIAL VHC987802-01-6 EQUIP.TAG 92PV-17B ORIGINAL PO P-2374-001-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUS316,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
807,1807,"O-RING
INSIDE DIAMETER: 15.55MM (0.612IN)
OUTSIDE DIAMETER: 20.79MM (0.819IN)
THICKNESS: 2.62MM (0.103IN)
DASH NO: 114
MANUFACTURER: EGT
MFR.PART NO: 354240166
EQUIPMENT MFR: STEWART STEVENSON
EQUIP.MODEL NO: EGT-TYPHOON-GEN","O
RING",NO MODIFIER,,,STEWART STEVENSON,"354240166
",O-RING INSIDE DIAMETER : 15.55MM ( 0.612IN ) OUTSIDE DIAMETER : 20.79MM ( 0.819IN ) THICKNESS : 2.62MM ( 0.103IN ) DASH : 114 : EGT : : EQUIP.MODEL : EGT-TYPHOON-GEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,1808,"PRINTED CIRCUIT BOARD
FOR REGULATOR
MANUFACTURER: DEC
MFR.PART NO: E19001A
EQUIPMENT MFR: EXCELTECH
EQUIP.MODEL NO: B310143DEFHI","PRINTED
CIRCUIT
BOARD
REGULATOR
NO",PRINTED CIRCUIT,,,EXCELTECH,"E19001A
",PRINTED CIRCUIT BOARD FOR REGULATOR : DEC : : EQUIP.MODEL : B310143DEFHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
